Financial Year,Age Band,Diagnosis,Count,
2013/14,15-19,Deliberate Self Poisoning (Unspecified),180,
2013/14,15-19,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),156,
2013/14,15-19,Superficial injuries,139,
2013/14,15-19,Suspected Alcohol/Recreational Drug Involvement,139,
2013/14,15-19,Back Pain (Non Specific),130,
2013/14,15-19,Headache (Migraine Or Unspec.),113,
2013/14,15-19,Ear/Nose/Throat Other,111,
2013/14,15-19,Diarrhoea And/Or Vomiting,103,
2013/14,15-19,Gynaecology Other,89,
2013/14,15-19,Per Vaginal Bleeding,83,
2013/14,20-24,Limb Injury Other (Unspec.),1274,
2013/14,20-24,Wounds (Unspecified),1128,
2013/14,20-24,Abdominal Pain (Unspecified),1057,
2013/14,20-24,Medical Admission Other,630,
2013/14,20-24,Fracture +/- Dislocation (Unspecified),542,
2013/14,20-24,Orthopaedic/Musculoskeletal Other,509,
2013/14,20-24,Hand Injury (Unspecified),480,
2013/14,20-24,Psychiatric Other,473,
2013/14,20-24,Head Injury (Unspecified),297,
2013/14,20-24,Back Pain (Non Specific),241,
2013/14,20-24,Diarrhoea And/Or Vomiting,191,
2013/14,20-24,Headache (Migraine Or Unspec.),178,
2013/14,20-24,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),161,
2013/14,20-24,Superficial injuries,144,
2013/14,20-24,Gynaecology Other,142,
2013/14,20-24,Ear/Nose/Throat Other,141,
2013/14,20-24,Toxicology Other - Not Drug Abuse/Accid Overdose,140,
2013/14,20-24,Per Vaginal Bleeding,134,
2013/14,20-24,Chest Pain (Not Pleuritic),122,
2013/14,20-24,Facial Trauma (Unspecified),119,
2013/14,25-29,Limb Injury Other (Unspec.),988,
2013/14,25-29,Abdominal Pain (Unspecified),778,
2013/14,25-29,Wounds (Unspecified),738,
2013/14,25-29,Medical Admission Other,567,
2013/14,25-29,Psychiatric Other,411,
2013/14,25-29,Fracture +/- Dislocation (Unspecified),388,
2013/14,25-29,Orthopaedic/Musculoskeletal Other,369,
2013/14,25-29,Hand Injury (Unspecified),327,
2013/14,25-29,Back Pain (Non Specific),239,
2013/14,25-29,Head Injury (Unspecified),157,
2013/14,25-29,Chest Pain (Not Pleuritic),145,
2013/14,25-29,Diarrhoea And/Or Vomiting,139,
2013/14,25-29,Per Vaginal Bleeding,137,
2013/14,25-29,Headache (Migraine Or Unspec.),124,
2013/14,25-29,Toxicology Other - Not Drug Abuse/Accid Overdose,118,
2013/14,25-29,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),117,
2013/14,25-29,Superficial injuries,103,
2013/14,25-29,Foreign Body (Unspecified),103,
2013/14,25-29,Chest Injury (Unspecified),98,
2013/14,25-29,Gynaecology Other,90,
2013/14,30-34,Limb Injury Other (Unspec.),597,
2013/14,30-34,Abdominal Pain (Unspecified),545,
2013/14,30-34,Wounds (Unspecified),482,
2013/14,30-34,Medical Admission Other,403,
2013/14,30-34,Orthopaedic/Musculoskeletal Other,290,
2013/14,30-34,Fracture +/- Dislocation (Unspecified),283,
2013/14,30-34,Psychiatric Other,255,
2013/14,30-34,Hand Injury (Unspecified),211,
2013/14,30-34,Back Pain (Non Specific),162,
2013/14,30-34,Chest Pain (Not Pleuritic),131,
2013/14,30-34,Per Vaginal Bleeding,123,
2013/14,30-34,Headache (Migraine Or Unspec.),116,
2013/14,30-34,Diarrhoea And/Or Vomiting,96,
2013/14,30-34,Head Injury (Unspecified),94,
2013/14,30-34,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),91,
2013/14,30-34,Gynaecology Other,75,
2013/14,30-34,Chest Injury (Unspecified),64,
2013/14,30-34,Toxicology Other - Not Drug Abuse/Accid Overdose,63,
2013/14,30-34,Superficial injuries,60,
2013/14,30-34,Ear/Nose/Throat Other,54,
2013/14,35-39,Limb Injury Other (Unspec.),484,
2013/14,35-39,Abdominal Pain (Unspecified),402,
2013/14,35-39,Medical Admission Other,392,
2013/14,35-39,Wounds (Unspecified),380,
2013/14,35-39,Orthopaedic/Musculoskeletal Other,253,
2013/14,35-39,Psychiatric Other,209,
2013/14,35-39,Fracture +/- Dislocation (Unspecified),191,
2013/14,35-39,Chest Pain (Not Pleuritic),175,
2013/14,35-39,Hand Injury (Unspecified),174,
2013/14,35-39,Back Pain (Non Specific),164,
2013/14,35-39,Headache (Migraine Or Unspec.),92,
2013/14,35-39,Per Vaginal Bleeding,86,
2013/14,35-39,Toxicology Other - Not Drug Abuse/Accid Overdose,83,
2013/14,35-39,Head Injury (Unspecified),81,
2013/14,35-39,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),70,
2013/14,35-39,Cardiology Other - Not Acute Myocardial Infarction,62,
2013/14,35-39,Diarrhoea And/Or Vomiting,61,
2013/14,35-39,Deliberate Self Poisoning (Unspecified),59,
2013/14,35-39,Superficial injuries,54,
2013/14,35-39,Seizures,53,
2013/14,40-44,Medical Admission Other,565,
2013/14,40-44,Limb Injury Other (Unspec.),549,
2013/14,40-44,Abdominal Pain (Unspecified),492,
2013/14,40-44,Wounds (Unspecified),424,
2013/14,40-44,Orthopaedic/Musculoskeletal Other,272,
2013/14,40-44,Chest Pain (Not Pleuritic),270,
2013/14,40-44,Psychiatric Other,269,
2013/14,40-44,Fracture +/- Dislocation (Unspecified),247,
2013/14,40-44,Back Pain (Non Specific),206,
2013/14,40-44,Hand Injury (Unspecified),181,
2013/14,40-44,Headache (Migraine Or Unspec.),144,
2013/14,40-44,Head Injury (Unspecified),91,
2013/14,40-44,Cardiology Other - Not Acute Myocardial Infarction,90,
2013/14,40-44,Toxicology Other - Not Drug Abuse/Accid Overdose,84,
2013/14,40-44,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),80,
2013/14,40-44,Diarrhoea And/Or Vomiting,76,
2013/14,40-44,Asthma,72,
2013/14,40-44,Deliberate Self Poisoning (Unspecified),69,
2013/14,40-44,Foreign Body (Unspecified),67,
2013/14,40-44,Superficial injuries,66,
2013/14,45-49,Medical Admission Other,517,
2013/14,45-49,Limb Injury Other (Unspec.),516,
2013/14,45-49,Abdominal Pain (Unspecified),451,
2013/14,45-49,Wounds (Unspecified),440,
2013/14,45-49,Chest Pain (Not Pleuritic),403,
2013/14,45-49,Orthopaedic/Musculoskeletal Other,267,
2013/14,45-49,Psychiatric Other,248,
2013/14,45-49,Fracture +/- Dislocation (Unspecified),231,
2013/14,45-49,Back Pain (Non Specific),193,
2013/14,45-49,Hand Injury (Unspecified),158,
2013/14,45-49,Headache (Migraine Or Unspec.),135,
2013/14,45-49,Cardiology Other - Not Acute Myocardial Infarction,128,
2013/14,45-49,Head Injury (Unspecified),95,
2013/14,45-49,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),81,
2013/14,45-49,Respiratory Other,74,
2013/14,45-49,Diarrhoea And/Or Vomiting,65,
2013/14,45-49,Seizures,64,
2013/14,45-49,Chest Injury (Unspecified),64,
2013/14,45-49,Toxicology Other - Not Drug Abuse/Accid Overdose,63,
2013/14,45-49,Eye Problem Other,60,
2013/14,50-54,Medical Admission Other,602,
2013/14,50-54,Chest Pain (Not Pleuritic),499,
2013/14,50-54,Limb Injury Other (Unspec.),471,
2013/14,50-54,Abdominal Pain (Unspecified),442,
2013/14,50-54,Wounds (Unspecified),415,
2013/14,50-54,Orthopaedic/Musculoskeletal Other,253,
2013/14,50-54,Fracture +/- Dislocation (Unspecified),208,
2013/14,50-54,Back Pain (Non Specific),182,
2013/14,50-54,Psychiatric Other,178,
2013/14,50-54,Hand Injury (Unspecified),158,
2013/14,50-54,Cardiology Other - Not Acute Myocardial Infarction,154,
2013/14,50-54,Respiratory Other,109,
2013/14,50-54,Headache (Migraine Or Unspec.),107,
2013/14,50-54,Head Injury (Unspecified),103,
2013/14,50-54,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),83,
2013/14,50-54,Collapse (Unspecified),76,
2013/14,50-54,Chest Injury (Unspecified),75,
2013/14,50-54,Seizures,68,
2013/14,50-54,Surgical,67,
2013/14,50-54,Neurology/Neurosurgery Other,65,
2013/14,55-59,Medical Admission Other,599,
2013/14,55-59,Chest Pain (Not Pleuritic),536,
2013/14,55-59,Abdominal Pain (Unspecified),372,
2013/14,55-59,Limb Injury Other (Unspec.),347,
2013/14,55-59,Wounds (Unspecified),314,
2013/14,55-59,Cardiology Other - Not Acute Myocardial Infarction,224,
2013/14,55-59,Orthopaedic/Musculoskeletal Other,208,
2013/14,55-59,Fracture +/- Dislocation (Unspecified),189,
2013/14,55-59,Psychiatric Other,166,
2013/14,55-59,Respiratory Other,154,
2013/14,55-59,Back Pain (Non Specific),127,
2013/14,55-59,Hand Injury (Unspecified),112,
2013/14,55-59,Headache (Migraine Or Unspec.),97,
2013/14,55-59,Collapse (Unspecified),81,
2013/14,55-59,Chest Injury (Unspecified),75,
2013/14,55-59,Oncology Other,71,
2013/14,55-59,Head Injury (Unspecified),68,
2013/14,55-59,Eye Problem Other,60,
2013/14,55-59,Diarrhoea And/Or Vomiting,58,
2013/14,55-59,Foreign Body (Unspecified),58,
2013/14,5-Sep,Paediatric Other,597,
2013/14,5-Sep,Limb Injury Other (Unspec.),585,
2013/14,5-Sep,Fracture +/- Dislocation (Unspecified),423,
2013/14,5-Sep,Wounds (Unspecified),402,
2013/14,5-Sep,Orthopaedic/Musculoskeletal Other,259,
2013/14,5-Sep,Abdominal Pain (Unspecified),247,
2013/14,5-Sep,Hand Injury (Unspecified),156,
2013/14,5-Sep,Febrile Illness (Unspecified),121,
2013/14,5-Sep,Head Injury (Unspecified),110,
2013/14,5-Sep,Asthma,107,
2013/14,5-Sep,Medical Admission Other,103,
2013/14,5-Sep,Diarrhoea And/Or Vomiting,56,
2013/14,5-Sep,Seizures,56,
2013/14,5-Sep,Foreign Body (Unspecified),55,
2013/14,5-Sep,Paediatric Asthma,53,
2013/14,5-Sep,Acute Resp Illness - Not Asthma/Copd/Pneumonia,44,
2013/14,5-Sep,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),43,
2013/14,5-Sep,Ear/Nose/Throat Other,42,
2013/14,5-Sep,Rash (Unspecified),41,
2013/14,5-Sep,Allergy / Anaphylaxis,40,
2013/14,60-64,Medical Admission Other,689,
2013/14,60-64,Chest Pain (Not Pleuritic),572,
2013/14,60-64,Abdominal Pain (Unspecified),417,
2013/14,60-64,Limb Injury Other (Unspec.),287,
2013/14,60-64,Wounds (Unspecified),269,
2013/14,60-64,Fracture +/- Dislocation (Unspecified),218,
2013/14,60-64,Cardiology Other - Not Acute Myocardial Infarction,204,
2013/14,60-64,Orthopaedic/Musculoskeletal Other,190,
2013/14,60-64,Respiratory Other,140,
2013/14,60-64,Back Pain (Non Specific),115,
2013/14,60-64,Collapse (Unspecified),99,
2013/14,60-64,Psychiatric Other,96,
2013/14,60-64,Hand Injury (Unspecified),95,
2013/14,60-64,Oncology Other,81,
2013/14,60-64,Headache (Migraine Or Unspec.),74,
2013/14,60-64,Eye Problem Other,66,
2013/14,60-64,Diarrhoea And/Or Vomiting,61,
2013/14,60-64,Cellulitis,60,
2013/14,60-64,Febrile Illness (Unspecified),55,
2013/14,60-64,Chest Injury (Unspecified),52,
2013/14,65-69,Medical Admission Other,681,
2013/14,65-69,Chest Pain (Not Pleuritic),477,
2013/14,65-69,Abdominal Pain (Unspecified),313,
2013/14,65-69,Limb Injury Other (Unspec.),244,
2013/14,65-69,Cardiology Other - Not Acute Myocardial Infarction,228,
2013/14,65-69,Wounds (Unspecified),222,
2013/14,65-69,Fracture +/- Dislocation (Unspecified),184,
2013/14,65-69,Orthopaedic/Musculoskeletal Other,180,
2013/14,65-69,Respiratory Other,146,
2013/14,65-69,Collapse (Unspecified),109,
2013/14,65-69,Back Pain (Non Specific),92,
2013/14,65-69,Oncology Other,88,
2013/14,65-69,Hand Injury (Unspecified),65,
2013/14,65-69,Febrile Illness (Unspecified),63,
2013/14,65-69,Headache (Migraine Or Unspec.),61,
2013/14,65-69,Diarrhoea And/Or Vomiting,55,
2013/14,65-69,Surgical,52,
2013/14,65-69,Chest Injury (Unspecified),51,
2013/14,65-69,Neurology/Neurosurgery Other,48,
2013/14,65-69,Eye Problem Other,45,
2013/14,70-74,Medical Admission Other,728,
2013/14,70-74,Chest Pain (Not Pleuritic),440,
2013/14,70-74,Cardiology Other - Not Acute Myocardial Infarction,232,
2013/14,70-74,Abdominal Pain (Unspecified),231,
2013/14,70-74,Limb Injury Other (Unspec.),209,
2013/14,70-74,Respiratory Other,201,
2013/14,70-74,Wounds (Unspecified),189,
2013/14,70-74,Fracture +/- Dislocation (Unspecified),167,
2013/14,70-74,Orthopaedic/Musculoskeletal Other,147,
2013/14,70-74,Collapse (Unspecified),127,
2013/14,70-74,Back Pain (Non Specific),104,
2013/14,70-74,Diarrhoea And/Or Vomiting,74,
2013/14,70-74,Oncology Other,72,
2013/14,70-74,Surgical,71,
2013/14,70-74,Febrile Illness (Unspecified),64,
2013/14,70-74,Copd/Coad,50,
2013/14,70-74,Headache (Migraine Or Unspec.),46,
2013/14,70-74,Epistaxis,42,
2013/14,70-74,Head Injury (Unspecified),41,
2013/14,70-74,Hand Injury (Unspecified),39,
2013/14,75-79,Medical Admission Other,805,
2013/14,75-79,Chest Pain (Not Pleuritic),413,
2013/14,75-79,Abdominal Pain (Unspecified),246,
2013/14,75-79,Cardiology Other - Not Acute Myocardial Infarction,206,
2013/14,75-79,Wounds (Unspecified),204,
2013/14,75-79,Respiratory Other,191,
2013/14,75-79,Collapse (Unspecified),189,
2013/14,75-79,Limb Injury Other (Unspec.),188,
2013/14,75-79,Fracture +/- Dislocation (Unspecified),170,
2013/14,75-79,Orthopaedic/Musculoskeletal Other,102,
2013/14,75-79,Back Pain (Non Specific),91,
2013/14,75-79,Diarrhoea And/Or Vomiting,79,
2013/14,75-79,Febrile Illness (Unspecified),63,
2013/14,75-79,Surgical,56,
2013/14,75-79,Copd/Coad,52,
2013/14,75-79,Urinay Tract Infection/Pyelonephritis,50,
2013/14,75-79,Oncology Other,49,
2013/14,75-79,Epistaxis,45,
2013/14,75-79,Head Injury (Unspecified),43,
2013/14,75-79,Headache (Migraine Or Unspec.),43,
2013/14,80-84,Medical Admission Other,978,
2013/14,80-84,Chest Pain (Not Pleuritic),381,
2013/14,80-84,Wounds (Unspecified),263,
2013/14,80-84,Limb Injury Other (Unspec.),237,
2013/14,80-84,Abdominal Pain (Unspecified),235,
2013/14,80-84,Fracture +/- Dislocation (Unspecified),224,
2013/14,80-84,Collapse (Unspecified),207,
2013/14,80-84,Cardiology Other - Not Acute Myocardial Infarction,207,
2013/14,80-84,Respiratory Other,182,
2013/14,80-84,Orthopaedic/Musculoskeletal Other,123,
2013/14,80-84,Back Pain (Non Specific),100,
2013/14,80-84,Diarrhoea And/Or Vomiting,77,
2013/14,80-84,Febrile Illness (Unspecified),60,
2013/14,80-84,Epistaxis,54,
2013/14,80-84,Head Injury (Unspecified),52,
2013/14,80-84,Superficial injuries,50,
2013/14,80-84,Urinary Retention,50,
2013/14,80-84,Urinay Tract Infection/Pyelonephritis,49,
2013/14,80-84,Headache (Migraine Or Unspec.),48,
2013/14,80-84,Surgical,48,
2013/14,85-89,Medical Admission Other,928,
2013/14,85-89,Chest Pain (Not Pleuritic),293,
2013/14,85-89,Wounds (Unspecified),257,
2013/14,85-89,Fracture +/- Dislocation (Unspecified),233,
2013/14,85-89,Collapse (Unspecified),183,
2013/14,85-89,Limb Injury Other (Unspec.),164,
2013/14,85-89,Abdominal Pain (Unspecified),154,
2013/14,85-89,Respiratory Other,146,
2013/14,85-89,Cardiology Other - Not Acute Myocardial Infarction,124,
2013/14,85-89,Orthopaedic/Musculoskeletal Other,97,
2013/14,85-89,Back Pain (Non Specific),73,
2013/14,85-89,Diarrhoea And/Or Vomiting,67,
2013/14,85-89,Head Injury (Unspecified),53,
2013/14,85-89,Urinay Tract Infection/Pyelonephritis,49,
2013/14,85-89,Haematuria,48,
2013/14,85-89,Superficial injuries,45,
2013/14,85-89,Confusion/Delirium (Cause Unknown),45,
2013/14,85-89,Chest Injury (Unspecified),39,
2013/14,85-89,Febrile Illness (Unspecified),39,
2013/14,85-89,Gi Bleed (Haematemisis/Pr Bleed),38,
2013/14,90-94,Medical Admission Other,425,
2013/14,90-94,Wounds (Unspecified),148,
2013/14,90-94,Fracture +/- Dislocation (Unspecified),144,
2013/14,90-94,Chest Pain (Not Pleuritic),105,
2013/14,90-94,Limb Injury Other (Unspec.),90,
2013/14,90-94,Collapse (Unspecified),70,
2013/14,90-94,Abdominal Pain (Unspecified),68,
2013/14,90-94,Respiratory Other,60,
2013/14,90-94,Orthopaedic/Musculoskeletal Other,50,
2013/14,90-94,Superficial injuries,34,
2013/14,90-94,Cardiology Other - Not Acute Myocardial Infarction,34,
2013/14,90-94,Head Injury (Unspecified),34,
2013/14,90-94,Febrile Illness (Unspecified),25,
2013/14,90-94,Urinay Tract Infection/Pyelonephritis,25,
2013/14,90-94,Diarrhoea And/Or Vomiting,25,
2013/14,90-94,Back Pain (Non Specific),24,
2013/14,90-94,Chest Injury (Unspecified),22,
2013/14,90-94,Gi Bleed (Haematemisis/Pr Bleed),20,
2013/14,90-94,Epistaxis,19,
2013/14,90-94,Cellulitis,19,
2013/14,95-99,Medical Admission Other,81,
2013/14,95-99,Wounds (Unspecified),41,
2013/14,95-99,Fracture +/- Dislocation (Unspecified),34,
2013/14,95-99,Limb Injury Other (Unspec.),31,
2013/14,95-99,Abdominal Pain (Unspecified),22,
2013/14,95-99,Collapse (Unspecified),19,
2013/14,95-99,Chest Pain (Not Pleuritic),15,
2013/14,95-99,Superficial injuries,15,
2013/14,95-99,Orthopaedic/Musculoskeletal Other,13,
2013/14,95-99,Respiratory Other,10,
2013/14,95-99,Head Injury (Unspecified),9,
2013/14,95-99,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),8,
2013/14,95-99,Back Pain (Non Specific),8,
2013/14,95-99,Cardiology Other - Not Acute Myocardial Infarction,7,
2013/14,95-99,Urinay Tract Infection/Pyelonephritis,6,
2013/14,95-99,Diarrhoea And/Or Vomiting,6,
2013/14,95-99,Chest Injury (Unspecified),6,
2013/14,95-99,Surgical,5,
2013/14,95-99,Facial Trauma (Unspecified),5,
2013/14,95-99,Urinary Retention,5,
2014/15,0-4,Paediatric Other,2777,
2014/15,0-4,Febrile Illness (Unspecified),582,
2014/15,0-4,Wounds (Unspecified),524,
2014/15,0-4,Medical Admission Other,326,
2014/15,0-4,Diarrhoea And/Or Vomiting,313,
2014/15,0-4,Limb Injury Other (Unspec.),284,
2014/15,0-4,Minor Viral Illness,214,
2014/15,0-4,Respiratory Other,201,
2014/15,0-4,Head Injury (Unspecified),182,
2014/15,0-4,Fracture +/- Dislocation (Unspecified),176,
2014/15,0-4,Seizures,163,
2014/15,0-4,Paediatric Febrile Illness (Unspecified),159,
2014/15,0-4,Acute Resp Illness - Not Asthma/Copd/Pneumonia,156,
2014/15,0-4,Rash (Unspecified),149,
2014/15,0-4,Orthopaedic/Musculoskeletal Other,143,
2014/15,0-4,Paed Acute Resp Illness-Not Asthma/Croup/Pneumonia,127,
2014/15,0-4,Abdominal Pain (Unspecified),121,
2014/15,0-4,Foreign Body (Unspecified),111,
2014/15,0-4,Paediatric Asthma,100,
2014/15,0-4,Hand Injury (Unspecified),92,
2014/15,100+,Medical Admission Other,7,
2014/15,100+,Wounds (Unspecified),4,
2014/15,100+,Fracture +/- Dislocation (Unspecified),4,
2014/15,100+,Orthopaedic/Musculoskeletal Other,3,
2014/15,100+,Febrile Illness (Unspecified),2,
2014/15,100+,Head Injury (Unspecified),2,
2014/15,100+,Limb Injury Other (Unspec.),2,
2014/15,100+,Cellulitis,1,
2014/15,100+,Suspected Alcohol/Recreational Drug Involvement,1,
2014/15,100+,Superficial injuries,1,
2014/15,100+,Pneumonia That Is X-Ray Proven,1,
2014/15,100+,Rash (Unspecified),1,
2014/15,Oct-14,Limb Injury Other (Unspec.),988,
2014/15,Oct-14,Fracture +/- Dislocation (Unspecified),571,
2014/15,Oct-14,Orthopaedic/Musculoskeletal Other,470,
2014/15,Oct-14,Paediatric Other,347,
2014/15,Oct-14,Wounds (Unspecified),338,
2014/15,Oct-14,Hand Injury (Unspecified),331,
2014/15,Oct-14,Abdominal Pain (Unspecified),311,
2014/15,Oct-14,Head Injury (Unspecified),164,
2014/15,Oct-14,Medical Admission Other,118,
2014/15,Oct-14,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),106,
2014/15,Oct-14,Superficial injuries,74,
2014/15,Oct-14,Psychiatric Other,71,
2014/15,Oct-14,Back Pain (Non Specific),66,
2014/15,Oct-14,Asthma,54,
2014/15,Oct-14,Ear/Nose/Throat Other,51,
2014/15,Oct-14,Headache (Migraine Or Unspec.),47,
2014/15,Oct-14,Toxicology Other - Not Drug Abuse/Accid Overdose,37,
2014/15,Oct-14,Minor Viral Illness,36,
2014/15,Oct-14,Seizures,34,
2014/15,Oct-14,Deliberate Self Poisoning (Unspecified),29,
2014/15,15-19,Limb Injury Other (Unspec.),1114,
2014/15,15-19,Wounds (Unspecified),807,
2014/15,15-19,Abdominal Pain (Unspecified),728,
2014/15,15-19,Medical Admission Other,528,
2014/15,15-19,Orthopaedic/Musculoskeletal Other,517,
2014/15,15-19,Psychiatric Other,510,
2014/15,15-19,Fracture +/- Dislocation (Unspecified),472,
2014/15,15-19,Hand Injury (Unspecified),412,
2014/15,15-19,Head Injury (Unspecified),304,
2014/15,15-19,Toxicology Other - Not Drug Abuse/Accid Overdose,244,
2014/15,15-19,Deliberate Self Poisoning (Unspecified),191,
2014/15,15-19,Back Pain (Non Specific),154,
2014/15,15-19,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),136,
2014/15,15-19,Ear/Nose/Throat Other,134,
2014/15,15-19,Headache (Migraine Or Unspec.),114,
2014/15,15-19,Superficial injuries,111,
2014/15,15-19,Suspected Alcohol/Recreational Drug Involvement,105,
2014/15,15-19,Chest Pain (Not Pleuritic),98,
2014/15,15-19,Facial Trauma (Unspecified),96,
2014/15,15-19,Chest Injury (Unspecified),82,
2014/15,20-24,Limb Injury Other (Unspec.),1291,
2014/15,20-24,Abdominal Pain (Unspecified),1131,
2014/15,20-24,Wounds (Unspecified),1059,
2014/15,20-24,Medical Admission Other,784,
2014/15,20-24,Orthopaedic/Musculoskeletal Other,595,
2014/15,20-24,Fracture +/- Dislocation (Unspecified),494,
2014/15,20-24,Hand Injury (Unspecified),482,
2014/15,20-24,Psychiatric Other,463,
2014/15,20-24,Head Injury (Unspecified),281,
2014/15,20-24,Back Pain (Non Specific),266,
2014/15,20-24,Toxicology Other - Not Drug Abuse/Accid Overdose,191,
2014/15,20-24,Headache (Migraine Or Unspec.),184,
2014/15,20-24,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),173,
2014/15,20-24,Chest Pain (Not Pleuritic),148,
2014/15,20-24,Superficial injuries,146,
2014/15,20-24,Ear/Nose/Throat Other,145,
2014/15,20-24,Per Vaginal Bleeding,144,
2014/15,20-24,Gynaecology Other,142,
2014/15,20-24,Seizures,139,
2014/15,20-24,Diarrhoea And/Or Vomiting,124,
2014/15,25-29,Limb Injury Other (Unspec.),967,
2014/15,25-29,Wounds (Unspecified),749,
2014/15,25-29,Abdominal Pain (Unspecified),749,
2014/15,25-29,Medical Admission Other,592,
2014/15,25-29,Orthopaedic/Musculoskeletal Other,436,
2014/15,25-29,Fracture +/- Dislocation (Unspecified),393,
2014/15,25-29,Psychiatric Other,366,
2014/15,25-29,Hand Injury (Unspecified),338,
2014/15,25-29,Back Pain (Non Specific),272,
2014/15,25-29,Chest Pain (Not Pleuritic),166,
2014/15,25-29,Headache (Migraine Or Unspec.),163,
2014/15,25-29,Gynaecology Other,142,
2014/15,25-29,Head Injury (Unspecified),139,
2014/15,25-29,Per Vaginal Bleeding,138,
2014/15,25-29,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),127,
2014/15,25-29,Superficial injuries,119,
2014/15,25-29,Toxicology Other - Not Drug Abuse/Accid Overdose,116,
2014/15,25-29,Diarrhoea And/Or Vomiting,100,
2014/15,25-29,Foreign Body (Unspecified),95,
2014/15,25-29,Ear/Nose/Throat Other,85,
2014/15,30-34,Limb Injury Other (Unspec.),609,
2014/15,30-34,Abdominal Pain (Unspecified),527,
2014/15,30-34,Wounds (Unspecified),467,
2014/15,30-34,Medical Admission Other,436,
2014/15,30-34,Orthopaedic/Musculoskeletal Other,359,
2014/15,30-34,Psychiatric Other,279,
2014/15,30-34,Fracture +/- Dislocation (Unspecified),248,
2014/15,30-34,Back Pain (Non Specific),213,
2014/15,30-34,Hand Injury (Unspecified),204,
2014/15,30-34,Chest Pain (Not Pleuritic),142,
2014/15,30-34,Headache (Migraine Or Unspec.),121,
2014/15,30-34,Per Vaginal Bleeding,104,
2014/15,30-34,Gynaecology Other,92,
2014/15,30-34,Head Injury (Unspecified),90,
2014/15,30-34,Toxicology Other - Not Drug Abuse/Accid Overdose,73,
2014/15,30-34,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),73,
2014/15,30-34,Eye Problem Other,70,
2014/15,30-34,Foreign Body (Unspecified),67,
2014/15,30-34,Diarrhoea And/Or Vomiting,62,
2014/15,30-34,Chest Injury (Unspecified),61,
2014/15,35-39,Limb Injury Other (Unspec.),515,
2014/15,35-39,Medical Admission Other,431,
2014/15,35-39,Abdominal Pain (Unspecified),414,
2014/15,35-39,Wounds (Unspecified),404,
2014/15,35-39,Orthopaedic/Musculoskeletal Other,266,
2014/15,35-39,Psychiatric Other,242,
2014/15,35-39,Fracture +/- Dislocation (Unspecified),224,
2014/15,35-39,Hand Injury (Unspecified),173,
2014/15,35-39,Back Pain (Non Specific),164,
2014/15,35-39,Chest Pain (Not Pleuritic),151,
2014/15,35-39,Headache (Migraine Or Unspec.),99,
2014/15,35-39,Head Injury (Unspecified),78,
2014/15,35-39,Toxicology Other - Not Drug Abuse/Accid Overdose,77,
2014/15,35-39,Per Vaginal Bleeding,76,
2014/15,35-39,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),71,
2014/15,35-39,Chest Injury (Unspecified),64,
2014/15,35-39,Superficial injuries,57,
2014/15,35-39,Cardiology Other - Not Acute Myocardial Infarction,55,
2014/15,35-39,Foreign Body (Unspecified),55,
2014/15,35-39,Eye Problem Other,55,
2014/15,40-44,Limb Injury Other (Unspec.),552,
2014/15,40-44,Abdominal Pain (Unspecified),488,
2014/15,40-44,Medical Admission Other,485,
2014/15,40-44,Wounds (Unspecified),410,
2014/15,40-44,Orthopaedic/Musculoskeletal Other,294,
2014/15,40-44,Chest Pain (Not Pleuritic),253,
2014/15,40-44,Psychiatric Other,231,
2014/15,40-44,Back Pain (Non Specific),223,
2014/15,40-44,Fracture +/- Dislocation (Unspecified),214,
2014/15,40-44,Hand Injury (Unspecified),192,
2014/15,40-44,Headache (Migraine Or Unspec.),131,
2014/15,40-44,Toxicology Other - Not Drug Abuse/Accid Overdose,88,
2014/15,40-44,Cardiology Other - Not Acute Myocardial Infarction,85,
2014/15,40-44,Head Injury (Unspecified),79,
2014/15,40-44,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),78,
2014/15,40-44,Chest Injury (Unspecified),66,
2014/15,40-44,Foreign Body (Unspecified),64,
2014/15,40-44,Surgical,56,
2014/15,40-44,Respiratory Other,56,
2014/15,40-44,Neurology/Neurosurgery Other,55,
2014/15,45-49,Medical Admission Other,541,
2014/15,45-49,Limb Injury Other (Unspec.),539,
2014/15,45-49,Abdominal Pain (Unspecified),468,
2014/15,45-49,Wounds (Unspecified),384,
2014/15,45-49,Chest Pain (Not Pleuritic),355,
2014/15,45-49,Orthopaedic/Musculoskeletal Other,331,
